Entity,Frequency,Entity Type,Year,Month,Day,Latitude,Longitude,Country,City,News Source
South Sudan,2,GPE,2022,3,10,7.8699431,29.6667897,South Sudan,,cnn
Hostomel,2,GPE,2022,3,10,50.58826,30.25909,Ukraine,,cnn
United Kingdom,2,GPE,2022,3,10,54.7023545,-3.2765753,United Kingdom,,cnn
Kharkiv,2,GPE,2022,3,10,49.9923181,36.2310146,Ukraine,Kharkiv,cnn
Versailles,2,GPE,2022,3,10,48.8035403,2.1266886,France,Versailles,cnn
Kyiv,8,LOC,2022,3,10,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Kherson Oblast,1,LOC,2022,3,10,46.6384675,32.5635069,Russia,Kherson,cnn
Europe,1,LOC,2022,3,10,,,,,cnn
Ukraine,98,GPE,2022,3,11,49.4871968,31.2718321,Ukraine,,cnn
Russia,56,GPE,2022,3,11,64.6863136,97.7453061,Russia,,cnn
United States,30,GPE,2022,3,11,39.7837304,-100.445882,United States,,cnn
Spain,10,GPE,2022,3,11,39.3260685,-4.8379791,Spain,,cnn
United States,6,GPE,2022,3,11,39.7837304,-100.445882,United States,,cnn
Chernobyl,5,GPE,2022,3,11,51.2705477,30.2195609,Ukraine,Chernobyl,cnn
Kyiv,5,GPE,2022,3,11,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Lutsk,5,GPE,2022,3,11,50.7450733,25.320078,Ukraine,Lutsk,cnn
Italy,4,GPE,2022,3,11,42.6384261,12.674297,Italy,Terni,cnn
Poland,4,GPE,2022,3,11,52.215933,19.134422,Poland,,cnn
Donbas,3,GPE,2022,3,11,48.1032,38.5921,Ukraine,Donbas,cnn
Mykolaiv,3,GPE,2022,3,11,47.3886032,31.9442334,Ukraine,,cnn
Belarus,3,GPE,2022,3,11,53.4250605,27.6971358,Belarus,,cnn
Mariupol,3,GPE,2022,3,11,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Melitopol,2,GPE,2022,3,11,46.8400009,35.35786473,Ukraine,Melitopol,cnn
Hostomel,2,GPE,2022,3,11,50.58826,30.25909,Ukraine,,cnn
United States,2,GPE,2022,3,11,39.7837304,95.7129,Unites States,,cnn
Volnovakha,2,GPE,2022,3,11,47.5984285,37.4998511,Ukraine,,cnn
Baryshivka,2,GPE,2022,3,11,50.3645295,31.3256722,Ukraine,,cnn
Kyiv,11,LOC,2022,3,11,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,5,LOC,2022,3,11,,,,,cnn
Brovary,2,LOC,2022,3,11,50.5111168,30.7900482,Ukraine,Brovary,cnn
Middle East,2,LOC,2022,3,11,,,,,cnn
Black Sea,2,LOC,2022,3,11,43.87280435,33.99381559,,,cnn
Dnieper River,1,LOC,2022,3,11,48.828,34.091,Ukraine,,cnn
Azov Sea,1,LOC,2022,3,11,46.196729,36.73570655,,,cnn
Ukraine,106,GPE,2022,3,12,49.4871968,31.2718321,Ukraine,,cnn
Russia,48,GPE,2022,3,12,64.6863136,97.7453061,Russia,,cnn
United States,24,GPE,2022,3,12,39.7837304,-100.445882,United States,,cnn
Poland,7,GPE,2022,3,12,52.215933,19.134422,Poland,,cnn
Moscow,6,GPE,2022,3,12,55.7504461,37.6174943,Russia,Moscow,cnn
Germany,6,GPE,2022,3,12,51.0834196,10.4234469,Germany,,cnn
Kyiv,5,GPE,2022,3,12,50.4500336,30.5241361,Ukraine,Kyiv,cnn
United States,5,GPE,2022,3,12,39.7837304,-100.445882,United States,,cnn
Mariupol,5,GPE,2022,3,12,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Makariv,5,GPE,2022,3,12,50.4581787,29.80645794,Ukraine,,cnn
Melitopol,3,GPE,2022,3,12,46.8400009,35.35786473,Ukraine,Melitopol,cnn
Chernobyl,3,GPE,2022,3,12,51.2705477,30.2195609,Ukraine,Chernobyl,cnn
Lviv,2,GPE,2022,3,12,49.841952,24.0315921,Ukraine,Lviv,cnn
Russia,2,GPE,2022,3,12,64.6863136,97.7453061,Russia,,cnn
Romania,2,GPE,2022,3,12,45.9852129,24.6859225,Romania,,cnn
United States,2,GPE,2022,3,12,39.7837304,-100.445882,United States,,cnn
People's Republic of Kherson,2,GPE,2022,3,12,,,,,cnn
Iran,2,GPE,2022,3,12,32.6475314,54.5643516,Iran,,cnn
Kyiv,7,LOC,2022,3,12,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,3,LOC,2022,3,12,,,,,cnn
Black Sea,1,LOC,2022,3,12,43.87280435,33.99381559,,,cnn
Dniepr River,1,LOC,2022,3,12,48.828,34.091,Ukraine,,cnn
Ukraine,106,GPE,2022,3,13,49.4871968,31.2718321,Ukraine,,cnn
Russia,61,GPE,2022,3,13,64.6863136,97.7453061,Russia,,cnn
United States,24,GPE,2022,3,13,39.7837304,-100.445882,United States,,cnn
China,14,GPE,2022,3,13,35.000074,104.999927,China,,cnn
United Kingdom,13,GPE,2022,3,13,54.7023545,-3.2765753,United Kingdom,,cnn
Irpin River,8,GPE,2022,3,13,50.5300778,30.2179137,Ukraine,,cnn
Chernobyl,8,GPE,2022,3,13,51.2705477,30.2195609,Ukraine,Chernobyl,cnn
Mariupol,7,GPE,2022,3,13,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Kherson,7,GPE,2022,3,13,46.5421715,33.4079326,Ukraine,,cnn
Australia,5,GPE,2022,3,13,-24.7761086,134.755,Australia,,cnn
Poland,5,GPE,2022,3,13,52.215933,19.134422,Poland,,cnn
Kyiv,5,GPE,2022,3,13,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Latvia,5,GPE,2022,3,13,56.8406494,24.7537645,Latvia,Ogresgala pagasts,cnn
Beijing,4,GPE,2022,3,13,39.906217,116.3912757,China,Beijing,cnn
Moscow,4,GPE,2022,3,13,55.7504461,37.6174943,Russia,Moscow,cnn
Ireland,4,GPE,2022,3,13,52.865196,-7.9794599,Ireland,,cnn
Snake Island,3,GPE,2022,3,13,45.2543,30.2045,Ukraine,,cnn
Kyiv,15,LOC,2022,3,13,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Irpin River,5,LOC,2022,3,13,50.5300778,30.2179137,Ukraine,,cnn
Black Sea,4,LOC,2022,3,13,43.87280435,33.99381559,,,cnn
Irpin River,2,LOC,2022,3,13,50.509925,30.2583788,Ukraine,,cnn
Po,1,LOC,2022,3,13,43.2957547,-0.3685668,France,,cnn
Black Sea,1,LOC,2022,3,13,43.87280435,33.99381559,,,cnn
Pripyat River,1,LOC,2022,3,13,52.108,27.602,,,cnn
Luhansk,1,LOC,2022,3,13,49.2724587,38.9150477,Ukraine,,cnn
Berdyansk,1,LOC,2022,3,13,46.755678,36.7887623,Ukraine,Berdiansk,cnn
Black and Azov Seas,1,LOC,2022,3,13,,,,,cnn
Baltic Sea,1,LOC,2022,3,13,56,18,,,cnn
Baltic Sea,1,LOC,2022,3,13,56,18,,,cnn
Ukraine,83,GPE,2022,3,14,49.4871968,31.2718321,Ukraine,,cnn
Russia,51,GPE,2022,3,14,64.6863136,97.7453061,Russia,,cnn
United States,36,GPE,2022,3,14,39.7837304,-100.445882,United States,,cnn
China,34,GPE,2022,3,14,35.000074,104.999927,China,,cnn
Kyiv,10,GPE,2022,3,14,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Moscow,7,GPE,2022,3,14,55.7504461,37.6174943,Russia,Moscow,cnn
United Kingdom,6,GPE,2022,3,14,54.7023545,-3.2765753,United Kingdom,,cnn
Poland,5,GPE,2022,3,14,52.215933,19.134422,Poland,,cnn
Mariupol,4,GPE,2022,3,14,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Beijing,3,GPE,2022,3,14,39.906217,116.3912757,China,Beijing,cnn
Rome,3,GPE,2022,3,14,41.8933203,12.4829321,Italy,Rome,cnn
Moschun,3,GPE,2022,3,14,50.6046106,30.3081105,Ukraine,,cnn
South Korea,2,GPE,2022,3,14,36.638392,127.6961188,South Korea,Cheongju-si,cnn
Vladivostok,2,GPE,2022,3,14,43.1150678,131.8855768,Russia,Vladivostok,cnn
Irpin River,2,GPE,2022,3,14,50.5300778,30.2179137,Ukraine,,cnn
North Korea,2,GPE,2022,3,14,40.3736611,127.0870417,North Korea,,cnn
Mykolaiv,2,GPE,2022,3,14,47.3886032,31.9442334,Ukraine,,cnn
Germany,2,GPE,2022,3,14,51.0834196,10.4234469,Germany,,cnn
Romania,2,GPE,2022,3,14,45.9852129,24.6859225,Romania,,cnn
Europe,9,LOC,2022,3,14,,,,,cnn
Kyiv,8,LOC,2022,3,14,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Asia,3,LOC,2022,3,14,,,,,cnn
Ozera,1,LOC,2022,3,14,48.990318,33.955017,Ukraine,,cnn
Irpin River,1,LOC,2022,3,14,50.5300778,30.2179137,Ukraine,,cnn
Ukraine,163,GPE,2022,3,15,49.4871968,31.2718321,Ukraine,,cnn
United States,61,GPE,2022,3,15,39.7837304,-100.445882,United States,,cnn
Russia,59,GPE,2022,3,15,64.6863136,97.7453061,Russia,,cnn
Poland,10,GPE,2022,3,15,52.215933,19.134422,Poland,,cnn
Slovenia,8,GPE,2022,3,15,45.8133113,14.4808369,Slovenia,,cnn
Kyiv,8,GPE,2022,3,15,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Brussels,8,GPE,2022,3,15,50.8465573,4.351697,Belgium,Brussels,cnn
Czech Republic,6,GPE,2022,3,15,49.8175,15.473,Czech Republic,,cnn
United Kingdom,6,GPE,2022,3,15,54.7023545,-3.2765753,United Kingdom,,cnn
United States,6,GPE,2022,3,15,39.7837304,-100.445882,United States,,cnn
Mariupol,6,GPE,2022,3,15,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Chernobyl,3,GPE,2022,3,15,51.2705477,30.2195609,Ukraine,Chernobyl,cnn
Canada,3,GPE,2022,3,15,61.0666922,-107.991707,Canada,,cnn
Jana,2,GPE,2022,3,15,8.0300284,-1.0800271,Ghana,,cnn
Saudi Arabia,2,GPE,2022,3,15,25.6242618,42.3528328,Saudi Arabia,,cnn
Riyadh,2,GPE,2022,3,15,24.638916,46.7160104,Saudi Arabia,Riyadh,cnn
Czech Republic,2,GPE,2022,3,15,49.8167003,15.4749544,Czech Republic,,cnn
China,2,GPE,2022,3,15,35.000074,104.999927,China,,cnn
Kyiv,14,LOC,2022,3,15,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,8,LOC,2022,3,15,,,,,cnn
Mariupol,2,LOC,2022,3,15,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Sumy,1,LOC,2022,3,15,50.90007875,34.80904073,Ukraine,Sumy,cnn
Ukraine,104,GPE,2022,3,16,49.4871968,31.2718321,Ukraine,,cnn
Russia,38,GPE,2022,3,16,64.6863136,97.7453061,Russia,,cnn
United States,34,GPE,2022,3,16,39.7837304,-100.445882,United States,,cnn
Mariupol,19,GPE,2022,3,16,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Odesa,7,GPE,2022,3,16,46.4843023,30.7322878,Ukraine,Odesa,cnn
Slovakia,7,GPE,2022,3,16,48.7411522,19.4528646,Slovakia,Ľubietová,cnn
Zaporizhzhia,3,GPE,2022,3,16,47.8507859,35.1182867,Ukraine,Zaporizhzhia,cnn
Volnovakha,3,GPE,2022,3,16,47.5984285,37.4998511,Ukraine,,cnn
Donbas,3,GPE,2022,3,16,48.1032,38.5921,Ukraine,Donbas,cnn
Chernihiv,3,GPE,2022,3,16,51.272593,31.7417235,Ukraine,,cnn
Kyiv,3,GPE,2022,3,16,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Moscow,3,GPE,2022,3,16,55.7504461,37.6174943,Russia,Moscow,cnn
Germany,2,GPE,2022,3,16,51.0834196,10.4234469,Germany,,cnn
Canada,2,GPE,2022,3,16,61.0666922,-107.991707,Canada,,cnn
Melitopol,2,GPE,2022,3,16,46.8400009,35.35786473,Ukraine,Melitopol,cnn
United States,2,GPE,2022,3,16,39.7837304,-100.445882,United States,Averill,cnn
Greece,2,GPE,2022,3,16,38.9953683,21.9877132,Greece,,cnn
Kyiv,6,LOC,2022,3,16,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Black Sea,2,LOC,2022,3,16,43.87280435,33.99381559,,,cnn
Berdyansk,1,LOC,2022,3,16,46.755678,36.7887623,Ukraine,Berdiansk,cnn
Eastern Military District,1,LOC,2022,3,16,59.3334319,137.3888272,Russia,,cnn
Mariupol,1,LOC,2022,3,16,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Black Sea,1,LOC,2022,3,16,43.87280435,33.99381559,,,cnn
Luhansk,1,LOC,2022,3,16,49.2724587,38.9150477,Ukraine,,cnn
Ukraine,79,GPE,2022,3,17,49.4871968,31.2718321,Ukraine,,cnn
Russia,64,GPE,2022,3,17,64.6863136,97.7453061,Russia,,cnn
United States,36,GPE,2022,3,17,39.7837304,-100.445882,United States,,cnn
China,19,GPE,2022,3,17,35.000074,104.999927,China,,cnn
Israel,12,GPE,2022,3,17,31.5313113,34.8667654,Israel,Lachish Regional Council,cnn
Mariupol,11,GPE,2022,3,17,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Syria,8,GPE,2022,3,17,34.6401861,39.0494106,Syria,,cnn
Australia,7,GPE,2022,3,17,-24.7761086,134.755,Australia,,cnn
Moscow,5,GPE,2022,3,17,55.7504461,37.6174943,Russia,Moscow,cnn
Germany,4,GPE,2022,3,17,51.0834196,10.4234469,Germany,,cnn
Rubizhne,3,GPE,2022,3,17,49.0222573,38.3667937,Ukraine,,cnn
United States,3,GPE,2022,3,17,39.7837304,-100.445882,United States,,cnn
Kharkiv,3,GPE,2022,3,17,49.9923181,36.2310146,Ukraine,Kharkiv,cnn
Beijing,3,GPE,2022,3,17,39.906217,116.3912757,China,Beijing,cnn
Minnesota,3,GPE,2022,3,17,45.9896587,-94.6113288,United States,,cnn
Berlin,3,GPE,2022,3,17,52.5170365,13.3888599,Germany,Berlin,cnn
Zaporizhzhia,3,GPE,2022,3,17,47.8507859,35.1182867,Ukraine,Zaporizhzhia,cnn
Velykoburlutska,3,GPE,2022,3,17,,,,,cnn
Ireland,3,GPE,2022,3,17,52.865196,-7.9794599,Ireland,,cnn
California,2,GPE,2022,3,17,36.7014631,-118.755997,United States,,cnn
Kyiv,3,LOC,2022,3,17,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Crimea,1,LOC,2022,3,17,45.28350435,34.20081878,Ukraine,,cnn
Southern Military District,1,LOC,2022,3,17,46.21767845,43.64939328,Russia,,cnn
Black Sea,1,LOC,2022,3,17,43.87280435,33.99381559,,,cnn
Ukraine,93,GPE,2022,3,18,49.4871968,31.2718321,Ukraine,,cnn
United States,58,GPE,2022,3,18,39.7837304,-100.445882,United States,,cnn
Russia,53,GPE,2022,3,18,64.6863136,97.7453061,Russia,,cnn
China,15,GPE,2022,3,18,35.000074,104.999927,China,,cnn
Poland,10,GPE,2022,3,18,52.215933,19.134422,Poland,,cnn
Norway,7,GPE,2022,3,18,60.5000209,9.0999715,Norway,,cnn
Mariupol,6,GPE,2022,3,18,47.0957648,37.5499621,Ukraine,Mariupol,cnn
United States,6,GPE,2022,3,18,39.7837304,-100.445882,United States,,cnn
Vinnytsia,5,GPE,2022,3,18,48.8990315,28.516068,Ukraine,,cnn
Lithuania,5,GPE,2022,3,18,55.3500003,23.7499997,Lithuania,,cnn
Estonia,5,GPE,2022,3,18,58.7523778,25.3319078,Estonia,,cnn
Bulgaria,5,GPE,2022,3,18,42.6073975,25.4856617,Bulgaria,,cnn
New Zealand,3,GPE,2022,3,18,-41.5000831,172.8344077,New Zealand,,cnn
Latvia,3,GPE,2022,3,18,56.8406494,24.7537645,Latvia,Ogresgala pagasts,cnn
Belarus,3,GPE,2022,3,18,53.4250605,27.6971358,Belarus,,cnn
Donetsk,2,GPE,2022,3,18,48.0158753,37.8013407,Ukraine,Donetsk,cnn
Kyiv,9,LOC,2022,3,18,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Black Sea,2,LOC,2022,3,18,43.87280435,33.99381559,,,cnn
Sumy,1,LOC,2022,3,18,50.90007875,34.80904073,Ukraine,Sumy,cnn
Dnipro,1,LOC,2022,3,18,51.9191343,30.8243039,Ukraine,,cnn
Black Sea,1,LOC,2022,3,18,43.87280435,33.99381559,,,cnn
Middle East,1,LOC,2022,3,18,,,,,cnn
Ukraine,115,GPE,2022,3,19,49.4871968,31.2718321,Ukraine,,cnn
Russia,68,GPE,2022,3,19,64.6863136,97.7453061,Russia,,cnn
Mariupol,18,GPE,2022,3,19,47.0957648,37.5499621,Ukraine,Mariupol,cnn
United States,18,GPE,2022,3,19,39.7837304,-100.445882,United States,,cnn
Moscow,8,GPE,2022,3,19,55.7504461,37.6174943,Russia,Moscow,cnn
Kyiv,6,GPE,2022,3,19,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Zaporizhzhia,6,GPE,2022,3,19,47.8507859,35.1182867,Ukraine,Zaporizhzhia,cnn
Italy,6,GPE,2022,3,19,42.6384261,12.674297,Italy,Terni,cnn
Kherson,5,GPE,2022,3,19,46.5421715,33.4079326,Ukraine,,cnn
China,5,GPE,2022,3,19,35.000074,104.999927,China,,cnn
Switzerland,4,GPE,2022,3,19,46.7985624,8.2319736,Switzerland,Sachseln,cnn
Poland,4,GPE,2022,3,19,52.215933,19.134422,Poland,,cnn
Germany,4,GPE,2022,3,19,51.0834196,10.4234469,Germany,,cnn
Mykolaiv,3,GPE,2022,3,19,47.3886032,31.9442334,Ukraine,,cnn
Delyatin,3,GPE,2022,3,19,48.5329,24.6251,Ukraine,,cnn
Brussels,3,GPE,2022,3,19,50.8465573,4.351697,Belgium,Brussels,cnn
Rome,3,GPE,2022,3,19,41.8933203,12.4829321,Italy,Rome,cnn
Turkey,3,GPE,2022,3,19,38.9597594,34.9249653,Turkey,,cnn
United Kingdom,2,GPE,2022,3,19,54.7023545,-3.2765753,United Kingdom,,cnn
Kyiv,12,LOC,2022,3,19,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,4,LOC,2022,3,19,,,,,cnn
Rostov,2,LOC,2022,3,19,47.2213858,39.7114196,Russia,Rostov-on-Don,cnn
Black Sea,2,LOC,2022,3,19,43.87280435,33.99381559,,,cnn
Black Sea,1,LOC,2022,3,19,43.87280435,33.99381559,,,cnn
Luhansk,1,LOC,2022,3,19,49.2724587,38.9150477,Ukraine,,cnn
Livoberezhny,1,LOC,2022,3,19,55.8639,37.4717,Ukraine,,cnn
trans-Atlantic,1,LOC,2022,3,19,47.4770135,-1.3725911,France,,cnn
Central Asia,1,LOC,2022,3,19,,,,,cnn
Ukraine,75,GPE,2022,3,20,49.4871968,31.2718321,Ukraine,,cnn
Russia,52,GPE,2022,3,20,64.6863136,97.7453061,Russia,,cnn
United States,22,GPE,2022,3,20,39.7837304,-100.445882,United States,,cnn
Mariupol,19,GPE,2022,3,20,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Moscow,7,GPE,2022,3,20,55.7504461,37.6174943,Russia,Moscow,cnn
Turkey,7,GPE,2022,3,20,38.9597594,34.9249653,Turkey,,cnn
Kyiv,6,GPE,2022,3,20,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Chernobyl,4,GPE,2022,3,20,51.2705477,30.2195609,Ukraine,Chernobyl,cnn
Lviv,3,GPE,2022,3,20,49.841952,24.0315921,Ukraine,Lviv,cnn
Donbas,2,GPE,2022,3,20,48.1032,38.5921,Ukraine,Donbas,cnn
Poland,2,GPE,2022,3,20,52.215933,19.134422,Poland,,cnn
United States,2,GPE,2022,3,20,39.7837304,-100.445882,United States,,cnn
United Kingdom,2,GPE,2022,3,20,54.7023545,-3.2765753,United Kingdom,,cnn
Zaporizhzia,2,GPE,2022,3,20,47.8388,35.1396,Ukraine,,cnn
Berdyansk,2,GPE,2022,3,20,46.755678,36.7887623,Ukraine,Berdiansk,cnn
United States,1,GPE,2022,3,20,39.7837304,-100.445882,United States,,cnn
Warsaw,1,GPE,2022,3,20,52.2319581,21.0067249,Poland,Warsaw,cnn
Brussels,1,GPE,2022,3,20,50.8465573,4.351697,Belgium,Brussels,cnn
Kyiv,4,LOC,2022,3,20,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,3,LOC,2022,3,20,,,,,cnn
Podilskyi district,2,LOC,2022,3,20,48.6784597,26.5852225,Ukraine,Kyiv,cnn
Podilskyi,2,LOC,2022,3,20,48.6784597,26.5852225,Ukraine,Kamianets-Podilskyi,cnn
Livoberezhny,2,LOC,2022,3,20,55.8639,37.4717,Ukraine,,cnn
Kyiv,1,LOC,2022,3,20,50.4296064,30.5422094,Ukraine,Kyiv,cnn
Podil district,1,LOC,2022,3,20,48.6784597,26.5852225,Ukraine,Kyiv,cnn
Podilskyi District,1,LOC,2022,3,20,48.6784597,26.5852225,Ukraine,Kyiv,cnn
Berdyansk,1,LOC,2022,3,20,46.755678,36.7887623,Ukraine,Berdiansk,cnn
Azov Sea,1,LOC,2022,3,20,46.196729,36.73570655,Ukraine,,cnn
Ukraine,95,GPE,2022,3,21,49.4871968,31.2718321,Ukraine,,cnn
Russia,43,GPE,2022,3,21,64.6863136,97.7453061,Russia,,cnn
United States,35,GPE,2022,3,21,39.7837304,-100.445882,United States,,cnn
Mariupol,12,GPE,2022,3,21,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Poland,12,GPE,2022,3,21,52.215933,19.134422,Poland,,cnn
Germany,11,GPE,2022,3,21,51.0834196,10.4234469,Germany,,cnn
Moscow,7,GPE,2022,3,21,55.7504461,37.6174943,Russia,Moscow,cnn
Kyiv,4,GPE,2022,3,21,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Brussels,4,GPE,2022,3,21,50.8465573,4.351697,Belgium,Brussels,cnn
Netherlands,3,GPE,2022,3,21,52.15517,5.38721,Netherlands,Amersfoort,cnn
France,3,GPE,2022,3,21,46.603354,1.8883335,France,,cnn
United States,3,GPE,2022,3,21,39.7837304,-100.445882,United States,,cnn
United States,3,GPE,2022,3,21,39.7837304,-100.445882,United States,,cnn
Donetsk,3,GPE,2022,3,21,48.0158753,37.8013407,Ukraine,Donetsk,cnn
Toretsk,2,GPE,2022,3,21,48.3970469,37.8501378,Ukraine,,cnn
Belarus,2,GPE,2022,3,21,53.4250605,27.6971358,Belarus,,cnn
Romania,2,GPE,2022,3,21,45.9852129,24.6859225,Romania,,cnn
Kyiv,13,LOC,2022,3,21,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,9,LOC,2022,3,21,50.5300778,30.2179137,,,cnn
Irpin River,4,LOC,2022,3,21,50.5300778,30.2179137,Ukraine,,cnn
Black Sea,3,LOC,2022,3,21,43.87280435,33.99381559,,,cnn
Irpin River,2,LOC,2022,3,21,50.5300778,30.2179137,Ukraine,,cnn
Dnieper River,1,LOC,2022,3,21,48.828,34.091,Ukraine,,cnn
Irpin River,1,LOC,2022,3,21,50.5300778,30.2179137,Ukraine,,cnn
Kharkiv,1,LOC,2022,3,21,49.9923181,36.2310146,Ukraine,Kharkiv,cnn
Selets,1,LOC,2022,3,21,50.7694145,24.3842576,Ukraine,,cnn
Podil district,1,LOC,2022,3,21,50.469128,30.516624,Ukraine,Kyiv,cnn
Ukraine,66,GPE,2022,3,22,49.4871968,31.2718321,Ukraine,,cnn
Russia,63,GPE,2022,3,22,64.6863136,97.7453061,Russia,,cnn
United States,51,GPE,2022,3,22,39.7837304,-100.445882,United States,,cnn
Makariv,13,GPE,2022,3,22,50.4581787,29.80645794,Ukraine,,cnn
Poland,13,GPE,2022,3,22,52.215933,19.134422,Poland,,cnn
France,11,GPE,2022,3,22,46.603354,1.8883335,France,,cnn
Kyiv,10,GPE,2022,3,22,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Belarus,10,GPE,2022,3,22,53.4250605,27.6971358,Belarus,,cnn
Mariupol,9,GPE,2022,3,22,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Moscow,7,GPE,2022,3,22,55.7504461,37.6174943,Russia,Moscow,cnn
China,6,GPE,2022,3,22,35.000074,104.999927,China,,cnn
Kherson,5,GPE,2022,3,22,46.5421715,33.4079326,Ukraine,,cnn
Paris,4,GPE,2022,3,22,48.8588897,2.320041022,France,,cnn
Borodyanka,4,GPE,2022,3,22,50.6445,29.9146,Ukraine,,cnn
Italy,3,GPE,2022,3,22,42.6384261,12.674297,Italy,Terni,cnn
United States,3,GPE,2022,3,22,39.7837304,-100.445882,United States,,cnn
Germany,3,GPE,2022,3,22,51.0834196,10.4234469,Germany,,cnn
Europe,15,LOC,2022,3,22,,,,,cnn
Kyiv,15,LOC,2022,3,22,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Irpin River,2,LOC,2022,3,22,50.5300778,30.2179137,Ukraine,,cnn
Kyiv,1,LOC,2022,3,22,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Dnieper River,1,LOC,2022,3,22,48.828,34.091,Ukraine,,cnn
Irpin River,1,LOC,2022,3,22,50.5300778,30.2179137,Ukraine,,cnn
Iikraina,1,LOC,2022,3,22,,,,,cnn
Black Sea,1,LOC,2022,3,22,43.87280435,33.99381559,,,cnn
Bussia,1,LOC,2022,3,22,44.6114261,7.9625296,Italy,,cnn
Arctic,1,LOC,2022,3,22,42.1856379,-75.4143448,,,cnn
Azov Sea,1,LOC,2022,3,22,46.196729,36.73570655,Ukraine,São Bernardo do Campo,cnn
Azov Sea,1,LOC,2022,3,22,46.196729,36.73570655,Ukraine,,cnn
Black Sea,1,LOC,2022,3,22,43.87280435,33.99381559,,,cnn
Antonov,1,LOC,2022,3,22,49.625931,29.783939,Ukraine,,cnn
Africa,1,LOC,2022,3,22,,,,,cnn
Russia,77,GPE,2022,3,23,64.6863136,97.7453061,Russia,,cnn
Ukraine,63,GPE,2022,3,23,49.4871968,31.2718321,Ukraine,,cnn
United States,35,GPE,2022,3,23,39.7837304,-100.445882,United States,,cnn
Moscow,11,GPE,2022,3,23,55.7504461,37.6174943,Russia,Moscow,cnn
Ecuador,5,GPE,2022,3,23,-1.3397668,-79.3666965,Ecuador,,cnn
Mariupol,4,GPE,2022,3,23,47.0957648,37.5499621,Ukraine,Mariupol,cnn
Indonesia,4,GPE,2022,3,23,-2.4833826,117.8902853,Indonesia,,cnn
United Kingdom,4,GPE,2022,3,23,54.7023545,-3.2765753,United Kingdom,,cnn
Brussels,4,GPE,2022,3,23,50.8465573,4.351697,Belgium,Brussels,cnn
Kyiv,3,GPE,2022,3,23,50.4500336,30.5241361,Ukraine,Kyiv,cnn
United States,3,GPE,2022,3,23,39.7837304,-100.445882,United States,,cnn
Jakarta,3,GPE,2022,3,23,-6.1753942,106.827183,Indonesia,Jakarta Special Capital Region,cnn
Rakivka,3,GPE,2022,3,23,49.0238853,33.4638514,Ukraine,Kremenchuk,cnn
United Kingdom,2,GPE,2022,3,23,54.7023545,-3.2765753,United Kingdom,,cnn
Washington,2,GPE,2022,3,23,38.8950368,-77.0365427,United States,Washington,cnn
Colombia,2,GPE,2022,3,23,4.099917,-72.9088133,Colombia,,cnn
France,2,GPE,2022,3,23,46.603354,1.8883335,France,,cnn
Kyiv,17,LOC,2022,3,23,50.4500336,30.5241361,Ukraine,Kyiv,cnn
Europe,5,LOC,2022,3,23,,,,,cnn
South America,2,LOC,2022,3,23,,,,,cnn
Irpin River,2,LOC,2022,3,23,50.5300778,30.2179137,Ukraine,,cnn
Irpin River,1,LOC,2022,3,23,50.5300778,30.2179137,Ukraine,,cnn
Irpin River,1,LOC,2022,3,23,50.5300778,30.2179137,Ukraine,,cnn
Irpin River,1,LOC,2022,3,23,50.5300778,30.2179137,Ukraine,,cnn
Ukraine,119,GPE,2022,3,24,49.4871968,31.2718321,Ukraine,,cnn
